"provnum","provname","address","city","state","zip","pnlty_date","pnlty_type","fine_amt","payden_strt_dt","payden_days","filedate"
"255310","SILVER CROSS HEALTH & REHAB","503 SILVER CROSS DRIVE","BROOKHAVEN","MS","39601","2013-10-24","Payment Denial",,"2014-01-24","9","2015-12-01"
"255326","COTTAGE GROVE NURSING HOME","1116 FOREST AVENUE","JACKSON","MS","39206","2014-06-24","Fine","197536",,,"2015-12-01"
"255326","COTTAGE GROVE NURSING HOME","1116 FOREST AVENUE","JACKSON","MS","39206","2014-06-24","Payment Denial",,"2014-09-25","83","2015-12-01"
"255329","MADISON CO NH","1421-A  EAST PEACE STREET/P. O. BOX 488","CANTON","MS","39046","2014-08-21","Fine","6923",,,"2015-12-01"
"255329","MADISON CO NH","1421-A  EAST PEACE STREET/P. O. BOX 488","CANTON","MS","39046","2013-09-19","Payment Denial",,"2013-12-21","26","2015-12-01"
"255331","ARRINGTON LIVING CENTER","701 SOUTH HOLLY STREET","COLLINS","MS","39428","2015-03-07","Fine","11310",,,"2015-12-01"
"255336","JONES CO REST HOME","683 COUNTY HOME ROAD","ELLISVILLE","MS","39437","2013-06-22","Fine","22100",,,"2015-12-01"
"265108","BETH HAVEN NURSING HOME","2500 PLEASANT STREET","HANNIBAL","MO","63401","2013-06-21","Fine","4713",,,"2015-12-01"
"265120","ST SOPHIA HEALTH & REHABILITATION CENTER","936 CHARBONIER ROAD","FLORISSANT","MO","63031","2014-12-22","Fine","80427",,,"2015-12-01"
"265145","SWOPE RIDGE GERIATRIC CENTER","5900 SWOPE PARKWAY","KANSAS CITY","MO","64130","2015-05-14","Fine","32766",,,"2015-12-01"
"265145","SWOPE RIDGE GERIATRIC CENTER","5900 SWOPE PARKWAY","KANSAS CITY","MO","64130","2015-05-14","Payment Denial",,"2015-06-18","29","2015-12-01"
"265164","WEST VUE NURSING AND REHABILITATION CENTER","210 DAVIS DRIVE","WEST PLAINS","MO","65775","2014-05-02","Payment Denial",,"2014-06-08","23","2015-12-01"
"265164","WEST VUE NURSING AND REHABILITATION CENTER","210 DAVIS DRIVE","WEST PLAINS","MO","65775","2013-08-30","Fine","4128",,,"2015-12-01"
"265167","HIGHLAND REHABILITATION & HEALTH CARE CENTER","904 EAST 68TH STREET","KANSAS CITY","MO","64131","2015-06-11","Fine","18590",,,"2015-12-01"
"265167","HIGHLAND REHABILITATION & HEALTH CARE CENTER","904 EAST 68TH STREET","KANSAS CITY","MO","64131","2013-03-05","Fine","6500",,,"2015-12-01"
"265169","PIONEER SKILLED NURSING CENTER","1500 SOUTH KANSAS AVENUE","MARCELINE","MO","64658","2015-06-10","Fine","16478",,,"2015-12-01"
"265195","ST ANDREW'S AT FRANCIS PLACE","300 FORBY ROAD","EUREKA","MO","63025","2015-08-06","Fine","5363",,,"2015-12-01"
"265237","MAPLE LAWN NURSING HOME","1410 WEST LINE STREET, PO BOX 232","PALMYRA","MO","63461","2013-01-17","Fine","2800",,,"2015-12-01"
"265237","MAPLE LAWN NURSING HOME","1410 WEST LINE STREET, PO BOX 232","PALMYRA","MO","63461","2013-01-17","Payment Denial",,"2013-04-17","66","2015-12-01"
"265249","MARIES MANOR","174 BALLPARK ROAD","VIENNA","MO","65582","2014-02-20","Fine","6013",,,"2015-12-01"
"265249","MARIES MANOR","174 BALLPARK ROAD","VIENNA","MO","65582","2014-02-20","Payment Denial",,"2014-03-22","12","2015-12-01"
"265251","COLUMBIA HEALTHCARE CENTER","1801 TOWNE DRIVE","COLUMBIA","MO","65202","2015-07-23","Fine","5363",,,"2015-12-01"
"265255","CLINTON HEALTHCARE AND REHABILITATION CENTER","1009 EAST OHIO","CLINTON","MO","64735","2014-03-05","Fine","4063",,,"2015-12-01"
"265288","TABLEROCK HEALTHCARE","276 FOUNTAIN LANE","KIMBERLING CITY","MO","65686","2014-04-24","Payment Denial",,"2014-07-24","30","2015-12-01"
"265302","PARKSIDE MANOR","1201 HUNT AVENUE","COLUMBIA","MO","65202","2014-03-03","Fine","19565",,,"2015-12-01"
"265302","PARKSIDE MANOR","1201 HUNT AVENUE","COLUMBIA","MO","65202","2014-03-03","Payment Denial",,"2014-04-03","12","2015-12-01"
"265303","CARONDELET MANOR","621 CARONDELET DRIVE","KANSAS CITY","MO","64114","2015-01-14","Fine","61133",,,"2015-12-01"
"265303","CARONDELET MANOR","621 CARONDELET DRIVE","KANSAS CITY","MO","64114","2015-01-14","Payment Denial",,"2015-02-17","65","2015-12-01"
"265307","WEBB CITY HEALTH AND REHABILITATION CENTER","2077 STADIUM DRIVE","WEBB CITY","MO","64870","2013-03-15","Payment Denial",,"2013-04-14","8","2015-12-01"
"265320","CARTHAGE HEALTH AND REHABILITATION CENTER","1901 BUENA VISTA AVENUE","CARTHAGE","MO","64836","2013-12-13","Fine","5363",,,"2015-12-01"
"265320","CARTHAGE HEALTH AND REHABILITATION CENTER","1901 BUENA VISTA AVENUE","CARTHAGE","MO","64836","2013-01-15","Fine","6500",,,"2015-12-01"
"265320","CARTHAGE HEALTH AND REHABILITATION CENTER","1901 BUENA VISTA AVENUE","CARTHAGE","MO","64836","2013-01-15","Payment Denial",,"2013-01-19","41","2015-12-01"
"265324","WOODLAND MANOR NURSING CENTER","100 WOODLAND COURT","ARNOLD","MO","63010","2015-08-13","Fine","5363",,,"2015-12-01"
"265331","SUNSET HILLS HEALTH AND REHABILITATION CENTER","10954 KENNERLY ROAD","SAINT LOUIS","MO","63128","2015-01-16","Fine","25350",,,"2015-12-01"
"265339","AUTUMN TERRACE HEALTH & REHABILITATION","6124 RAYTOWN ROAD","RAYTOWN","MO","64133","2014-07-18","Fine","13813",,,"2015-12-01"
"265351","ALEXIAN BROS LANSDOWNE VILLAGE","4624 LANSDOWNE AVENUE","SAINT LOUIS","MO","63116","2014-08-08","Payment Denial",,"2014-10-31","20","2015-12-01"
"265351","ALEXIAN BROS LANSDOWNE VILLAGE","4624 LANSDOWNE AVENUE","SAINT LOUIS","MO","63116","2013-11-06","Fine","4778",,,"2015-12-01"
"265353","QUAIL RUN HEALTH CARE CENTER","1405 WEST GRAND AVENUE, PO BOX 525","CAMERON","MO","64429","2015-02-27","Fine","12285",,,"2015-12-01"
"265358","RIVERBEND HEIGHTS HEALTH & REHABILITATION","1221 HIGHWAY 13 SOUTH","LEXINGTON","MO","64067","2015-09-03","Payment Denial",,"2015-09-06","18","2015-12-01"
"265364","LINN LIVING & REHAB CENTER","196 HIGHWAY CC","LINN","MO","65051","2015-06-19","Payment Denial",,"2015-06-24","28","2015-12-01"
"265364","LINN LIVING & REHAB CENTER","196 HIGHWAY CC","LINN","MO","65051","2014-09-30","Fine","26325",,,"2015-12-01"
"265364","LINN LIVING & REHAB CENTER","196 HIGHWAY CC","LINN","MO","65051","2014-09-30","Payment Denial",,"2014-12-06","95","2015-12-01"
"265364","LINN LIVING & REHAB CENTER","196 HIGHWAY CC","LINN","MO","65051","2014-03-27","Fine","1885",,,"2015-12-01"
"265364","LINN LIVING & REHAB CENTER","196 HIGHWAY CC","LINN","MO","65051","2014-03-27","Payment Denial",,"2014-06-27","4","2015-12-01"
"265366","MAPLE WOOD CARE CENTER","724 NORTHEAST 79TH TERRACE","KANSAS CITY","MO","64118","2014-07-10","Payment Denial",,"2014-08-23","10","2015-12-01"
"265366","MAPLE WOOD CARE CENTER","724 NORTHEAST 79TH TERRACE","KANSAS CITY","MO","64118","2013-02-20","Payment Denial",,"2013-03-22","61","2015-12-01"
"265369","CRYSTAL OAKS","1500 CALVARY CHURCH ROAD, PO BOX 680","FESTUS","MO","63028","2015-02-06","Payment Denial",,"2015-03-07","18","2015-12-01"
"265369","CRYSTAL OAKS","1500 CALVARY CHURCH ROAD, PO BOX 680","FESTUS","MO","63028","2013-02-07","Payment Denial",,"2013-05-07","6","2015-12-01"
"265374","GRANDVIEW HEALTHCARE CENTER","201 GRAND AVE","WASHINGTON","MO","63090","2014-04-24","Payment Denial",,"2014-07-12","11","2015-12-01"
"265377","JEFFERSON HEALTH CARE","615 SW OLDHAM PARKWAY","LEES SUMMIT","MO","64081","2013-03-01","Payment Denial",,"2013-03-29","17","2015-12-01"
"265388","SENATH NURSING AND REHABILITATION, LLC","300 EAST HORNBECK STREET, PO BOX 940","SENATH","MO","63876","2015-05-15","Fine","24700",,,"2015-12-01"
"265388","SENATH NURSING AND REHABILITATION, LLC","300 EAST HORNBECK STREET, PO BOX 940","SENATH","MO","63876","2015-05-15","Payment Denial",,"2015-06-15","13","2015-12-01"
"265407","MOBERLY NURSING & REHAB","700 EAST URBANDALE DRIVE","MOBERLY","MO","65270","2015-07-09","Payment Denial",,"2015-10-06","13","2015-12-01"
"265410","BENTONVIEW PARK HEALTH & REHABILITATION","410 WEST BENTON STREET","MONETT","MO","65708","2014-05-12","Fine","307591",,,"2015-12-01"
"265410","BENTONVIEW PARK HEALTH & REHABILITATION","410 WEST BENTON STREET","MONETT","MO","65708","2014-05-12","Payment Denial",,"2014-06-14","143","2015-12-01"
"265410","BENTONVIEW PARK HEALTH & REHABILITATION","410 WEST BENTON STREET","MONETT","MO","65708","2013-09-30","Fine","4973",,,"2015-12-01"
"265410","BENTONVIEW PARK HEALTH & REHABILITATION","410 WEST BENTON STREET","MONETT","MO","65708","2013-06-17","Fine","24100",,,"2015-12-01"
"265410","BENTONVIEW PARK HEALTH & REHABILITATION","410 WEST BENTON STREET","MONETT","MO","65708","2013-06-17","Payment Denial",,"2013-07-18","13","2015-12-01"
"265417","ALEXIAN BROS SHERBROOKE VILLAGE","4005 RIPA AVENUE","SAINT LOUIS","MO","63125","2014-11-19","Fine","4388",,,"2015-12-01"
"265417","ALEXIAN BROS SHERBROOKE VILLAGE","4005 RIPA AVENUE","SAINT LOUIS","MO","63125","2014-11-19","Payment Denial",,"2015-02-11","1","2015-12-01"
"265427","OAK PARK CARE CENTER","6637 BERTHOLD AVENUE","SAINT LOUIS","MO","63139","2014-07-16","Fine","10238",,,"2015-12-01"
"265427","OAK PARK CARE CENTER","6637 BERTHOLD AVENUE","SAINT LOUIS","MO","63139","2014-07-16","Payment Denial",,"2014-10-07","21","2015-12-01"
"265428","LEBANON SOUTH NURSING & REHAB","514 WEST FREMONT ROAD","LEBANON","MO","65536","2013-01-25","Fine","5100",,,"2015-12-01"
"265428","LEBANON SOUTH NURSING & REHAB","514 WEST FREMONT ROAD","LEBANON","MO","65536","2013-01-25","Payment Denial",,"2013-02-26","59","2015-12-01"
"265433","LINCOLN COUNTY NURSING & REHAB","1145 EAST CHERRY STREET, PO BOX 130","TROY","MO","63379","2015-05-14","Fine","5330",,,"2015-12-01"
"265434","RIVERVIEW NURSING CENTER","10303 STATE ROAD C","MOKANE","MO","65059","2013-08-12","Fine","5038",,,"2015-12-01"
"265434","RIVERVIEW NURSING CENTER","10303 STATE ROAD C","MOKANE","MO","65059","2013-08-12","Payment Denial",,"2013-09-12","41","2015-12-01"
"265437","ASHTON COURT CARE AND REHABILITATION CENTRE","1200 WEST COLLEGE STREET","LIBERTY","MO","64068","2015-01-05","Fine","26680",,,"2015-12-01"
"265446","COMMUNITY SPRINGS HEALTHCARE FACILITY","400 EAST HOSPITAL ROAD","EL DORADO SPRINGS","MO","64744","2014-01-14","Fine","7250",,,"2015-12-01"
"265452","MT VERNON PLACE CARE CENTER, INC","1425  SOUTH LANDRUM","MOUNT VERNON","MO","65712","2013-08-27","Fine","7250",,,"2015-12-01"
"265456","GOLDEN LIVINGCENTER-INDEPENDENCE","17451 EAST MEDICAL CENTER PARKWAY","INDEPENDENCE","MO","64057","2015-07-08","Fine","28113",,,"2015-12-01"
"265463","GLENNON PLACE NURSING CENTER","128 NORTH HARDESTY","KANSAS CITY","MO","64123","2015-03-02","Fine","48159",,,"2015-12-01"
"265463","GLENNON PLACE NURSING CENTER","128 NORTH HARDESTY","KANSAS CITY","MO","64123","2015-03-02","Payment Denial",,"2015-04-02","76","2015-12-01"
"265477","SPRINGFIELD SKILLED CARE CENTER","2401 WEST GRAND","SPRINGFIELD","MO","65802","2014-07-31","Fine","4713",,,"2015-12-01"
"265486","STONEBRIDGE MARYLAND HEIGHTS","2963 DODDRIDGE AVENUE","MARYLAND HEIGHTS","MO","63043","2013-02-08","Payment Denial",,"2013-05-08","28","2015-12-01"
"265501","GOLDEN LIVINGCENTER-NEW HAVEN","609 GOLF STREET","ODESSA","MO","64076","2013-02-05","Fine","6500",,,"2015-12-01"
"265504","CURRENT RIVER NURSING CENTER, INC","1015  NORTH GRAND AVENUE","DONIPHAN","MO","63935","2013-10-10","Fine","5103",,,"2015-12-01"
"265512","LEE'S SUMMIT POINTE HEALTH & REHABILITATION","1501 SW 3RD STREET","LEES SUMMIT","MO","64081","2015-04-08","Fine","5200",,,"2015-12-01"
"265522","LAKEVIEW HEALTH CARE & REHABILITATION CENTER","1450 ASHLEY ROAD","BOONVILLE","MO","65233","2013-08-30","Fine","4778",,,"2015-12-01"
"265523","PARKWOOD SKILLED NURSING AND REHABILITATION CENTER","3201 PARKWOOD LANE","MARYLAND HEIGHTS","MO","63043","2014-01-21","Fine","21338",,,"2015-12-01"
"265523","PARKWOOD SKILLED NURSING AND REHABILITATION CENTER","3201 PARKWOOD LANE","MARYLAND HEIGHTS","MO","63043","2014-01-21","Payment Denial",,"2014-04-21","25","2015-12-01"
"265526","CHARITON PARK HEALTH CARE CENTER","902 MANOR DRIVE","SALISBURY","MO","65281","2013-08-30","Fine","5316",,,"2015-12-01"
"265526","CHARITON PARK HEALTH CARE CENTER","902 MANOR DRIVE","SALISBURY","MO","65281","2013-08-30","Payment Denial",,"2013-10-02","12","2015-12-01"
"265526","CHARITON PARK HEALTH CARE CENTER","902 MANOR DRIVE","SALISBURY","MO","65281","2013-02-20","Fine","10000",,,"2015-12-01"
"265539","BALLWIN RIDGE HEALTH & REHABILITATION","1441 CHARIC DRIVE","WILDWOOD","MO","63021","2015-04-15","Payment Denial",,"2015-05-19","24","2015-12-01"
"265539","BALLWIN RIDGE HEALTH & REHABILITATION","1441 CHARIC DRIVE","WILDWOOD","MO","63021","2015-01-28","Fine","201630",,,"2015-12-01"
"265565","PLEASANT HILL HEALTH AND REHABILITATION CENTER","1300 BROADWAY","PLEASANT HILL","MO","64080","2015-03-27","Fine","6013",,,"2015-12-01"
"265577","MARSHFIELD CARE CENTER","800 SOUTH WHITE OAK","MARSHFIELD","MO","65706","2014-08-01","Fine","25594",,,"2015-12-01"
"265577","MARSHFIELD CARE CENTER","800 SOUTH WHITE OAK","MARSHFIELD","MO","65706","2014-08-01","Payment Denial",,"2014-09-03","13","2015-12-01"
"265617","SPRING RIVER CHRISTIAN VILLAGE INC","201 SOUTH NORTHPARK LANE","JOPLIN","MO","64801","2014-02-11","Fine","43225",,,"2015-12-01"
"265617","SPRING RIVER CHRISTIAN VILLAGE INC","201 SOUTH NORTHPARK LANE","JOPLIN","MO","64801","2014-02-11","Payment Denial",,"2014-03-15","27","2015-12-01"
"265633","CAMERON NURSING AND REHABILITATION CENTER","801 EUCLID, PO BOX 438","CAMERON","MO","64429","2014-01-09","Fine","6240",,,"2015-12-01"
"265643","VILLAGE CARE CENTER INC","810 EAST EDWARDS STREET","MARYVILLE","MO","64468","2013-03-14","Payment Denial",,"2013-04-16","49","2015-12-01"
"265651","FRENE VALLEY OF HERMANN-A STONEBRIDGE COMMUNITY","1800 WEIN STREET, PO BOX 468","HERMANN","MO","65041","2014-09-03","Fine","7250",,,"2015-12-01"
"265663","FULTON NURSING & REHAB","1510 BLUFF STREET","FULTON","MO","65251","2013-05-17","Fine","5688",,,"2015-12-01"
"265663","FULTON NURSING & REHAB","1510 BLUFF STREET","FULTON","MO","65251","2013-05-17","Payment Denial",,"2013-05-22","3","2015-12-01"
"265664","JAMES RIVER CARE AND REHABILITATION CENTER, INC","3550 EAST BATTLEFIELD","SPRINGFIELD","MO","65809","2013-03-27","Fine","10000",,,"2015-12-01"
"265664","JAMES RIVER CARE AND REHABILITATION CENTER, INC","3550 EAST BATTLEFIELD","SPRINGFIELD","MO","65809","2013-03-27","Payment Denial",,"2013-03-31","11","2015-12-01"
"265672","DUTCHTOWN CARE CENTER","3421 GASCONADE","SAINT LOUIS","MO","63118","2015-06-04","Fine","76668",,,"2015-12-01"
"265698","NICK'S HEALTH CARE CENTER, LLC","253 EAST HIGHWAY 116","PLATTSBURG","MO","64477","2015-01-26","Payment Denial",,"2015-04-22","50","2015-12-01"
"265699","BEAUVAIS MANOR HEALTHCARE & REHAB CENTER","3625 MAGNOLIA AVENUE","SAINT LOUIS","MO","63110","2013-09-27","Fine","5428",,,"2015-12-01"
"265699","BEAUVAIS MANOR HEALTHCARE & REHAB CENTER","3625 MAGNOLIA AVENUE","SAINT LOUIS","MO","63110","2013-09-27","Fine","34613",,,"2015-12-01"
"265699","BEAUVAIS MANOR HEALTHCARE & REHAB CENTER","3625 MAGNOLIA AVENUE","SAINT LOUIS","MO","63110","2013-09-27","Payment Denial",,"2013-12-27","34","2015-12-01"
"265709","BELLEFONTAINE GARDENS NURSING & REHAB","9500 BELLEFONTAINE ROAD","SAINT LOUIS","MO","63137","2013-03-26","Fine","6825",,,"2015-12-01"
"265712","ESTATES OF ST LOUIS, LLC, THE","2115 KAPPEL DRIVE","SAINT LOUIS","MO","63136","2015-02-06","Fine","41210",,,"2015-12-01"
"265712","ESTATES OF ST LOUIS, LLC, THE","2115 KAPPEL DRIVE","SAINT LOUIS","MO","63136","2015-02-06","Payment Denial",,"2015-05-03","19","2015-12-01"
"265718","GOLDEN AGE NURSING HOME","12498 SE HIGHWAY 116","BRAYMER","MO","64624","2014-01-10","Payment Denial",,"2014-04-10","32","2015-12-01"
"265719","OAKWOOD ESTATE NURSING AND REHABILITATION CENTER","5303 BERMUDA DRIVE","NORMANDY","MO","63121","2014-03-21","Fine","29152",,,"2015-12-01"
"265719","OAKWOOD ESTATE NURSING AND REHABILITATION CENTER","5303 BERMUDA DRIVE","NORMANDY","MO","63121","2014-03-21","Payment Denial",,"2014-04-23","30","2015-12-01"
"265719","OAKWOOD ESTATE NURSING AND REHABILITATION CENTER","5303 BERMUDA DRIVE","NORMANDY","MO","63121","2013-03-01","Payment Denial",,"2013-04-03","61","2015-12-01"
"265721","GREGORY RIDGE LIVING CENTER","7001 CLEVELAND AVENUE","KANSAS CITY","MO","64132","2014-03-13","Fine","5688",,,"2015-12-01"
"265721","GREGORY RIDGE LIVING CENTER","7001 CLEVELAND AVENUE","KANSAS CITY","MO","64132","2013-05-16","Payment Denial",,"2013-08-16","26","2015-12-01"
"265732","BENTLEYS EXTENDED CARE","3060 ASHBY ROAD","OVERLAND","MO","63114","2013-05-16","Fine","5623",,,"2015-12-01"
"265736","U-CITY FOREST MANOR","1301 PARTRIDGE AVENUE","SAINT LOUIS","MO","63130","2015-07-01","Fine","50245",,,"2015-12-01"
"265736","U-CITY FOREST MANOR","1301 PARTRIDGE AVENUE","SAINT LOUIS","MO","63130","2015-07-01","Payment Denial",,"2015-08-05","10","2015-12-01"
"265737","LAURIE CARE CENTER","610 HIGHWAY O, P.O. BOX 1068","LAURIE","MO","65038","2013-05-21","Fine","5428",,,"2015-12-01"
"265739","HOLDEN MANOR CARE CENTER","2005 SOUTH LEXINGTON","HOLDEN","MO","64040","2013-06-12","Fine","5038",,,"2015-12-01"
"265745","SUNSET HOME","1201 S. POLK","MAYSVILLE","MO","64469","2014-03-04","Fine","5363",,,"2015-12-01"
"265745","SUNSET HOME","1201 S. POLK","MAYSVILLE","MO","64469","2012-12-06","Payment Denial",,"2013-03-06","14","2015-12-01"
"265750","BENCHMARK HEALTHCARE OF FESTUS","12827 HIGHWAY TT","FESTUS","MO","63028","2014-06-30","Payment Denial",,"2014-09-03","19","2015-12-01"
"265752","LAWRENCE COUNTY MANOR","915 CARL ALLEN STREET","MOUNT VERNON","MO","65712","2014-03-31","Fine","2470",,,"2015-12-01"
"265758","HOLMESDALE HEALTHCARE AND REHABILITATION CENTER","8033 HOLMES","KANSAS CITY","MO","64131","2013-05-23","Payment Denial",,"2013-07-03","9","2015-12-01"
"265766","BETHESDA MEADOW","322  OLD STATE ROAD","ELLISVILLE","MO","63021","2014-01-17","Fine","8775",,,"2015-12-01"
"265766","BETHESDA MEADOW","322  OLD STATE ROAD","ELLISVILLE","MO","63021","2014-01-17","Payment Denial",,"2014-02-22","9","2015-12-01"
"265768","BISHOP SPENCER PLACE, INC, THE","4301 MADISON AVENUE","KANSAS CITY","MO","64111","2013-02-11","Fine","6500",,,"2015-12-01"
"265769","SUMMIT, THE","3660 SUMMIT","KANSAS CITY","MO","64111","2015-06-03","Fine","24863",,,"2015-12-01"
"265769","SUMMIT, THE","3660 SUMMIT","KANSAS CITY","MO","64111","2015-06-03","Payment Denial",,"2015-07-09","8","2015-12-01"
"265769","SUMMIT, THE","3660 SUMMIT","KANSAS CITY","MO","64111","2014-12-31","Payment Denial",,"2015-03-31","17","2015-12-01"
"265769","SUMMIT, THE","3660 SUMMIT","KANSAS CITY","MO","64111","2013-08-07","Payment Denial",,"2013-11-12","22","2015-12-01"
"265771","CARUTHERSVILLE NURSING CENTER","500 TRUMAN BOULEVARD","CARUTHERSVILLE","MO","63830","2014-09-17","Fine","4908",,,"2015-12-01"
"265774","SELLS REST HOME","609 SOUTH RAILROAD STREET","MATTHEWS","MO","63867","2013-09-13","Payment Denial",,"2013-10-08","13","2015-12-01"
"265774","SELLS REST HOME","609 SOUTH RAILROAD STREET","MATTHEWS","MO","63867","2013-02-14","Fine","6500",,,"2015-12-01"
"265776","GREEN VALLEY NURSING & REHABILITATION CENTER","610 PRIGGE ROAD","SAINT LOUIS","MO","63138","2015-03-20","Payment Denial",,"2015-06-16","90","2015-12-01"
"265779","LAKESIDE MEADOWS-A STONEBRIDGE COMMUNITY","872 COLLEGE BOULEVARD","OSAGE BEACH","MO","65065","2013-01-22","Payment Denial",,"2013-02-21","8","2015-12-01"
"265785","INDIAN HILLS-A STONEBRIDGE COMMUNITY","2601 FAIR STREET","CHILLICOTHE","MO","64601","2012-12-06","Payment Denial",,"2013-03-06","7","2015-12-01"
"265793","LA PLATA NURSING HOME","100 OLD STAGECOACH ROAD","LA PLATA","MO","63549","2014-07-18","Fine","12300",,,"2015-12-01"
"265793","LA PLATA NURSING HOME","100 OLD STAGECOACH ROAD","LA PLATA","MO","63549","2014-04-03","Fine","5493",,,"2015-12-01"
"265796","PEARL'S II EDEN FOR ELDERS","611 NORTH COLLEGE","PRINCETON","MO","64673","2014-12-23","Fine","40788",,,"2015-12-01"
"265796","PEARL'S II EDEN FOR ELDERS","611 NORTH COLLEGE","PRINCETON","MO","64673","2014-12-23","Payment Denial",,"2015-01-24","20","2015-12-01"
"265802","ARMOUR OAKS SENIOR LIVING COMMUNITY","8100 WORNALL ROAD","KANSAS CITY","MO","64114","2013-09-06","Payment Denial",,"2013-12-06","13","2015-12-01"
"265810","ADAMS STREET -A STONEBRIDGE COMMUNITY","1024 ADAMS STREET","JEFFERSON CITY","MO","65101","2015-07-31","Payment Denial",,"2015-09-17","27","2015-12-01"
"265816","SCHUYLER COUNTY NURSING HOME","1306 US HIGHWAY 63","QUEEN CITY","MO","63561","2013-05-09","Fine","6000",,,"2015-12-01"
"265836","NODAWAY NURSING HOME","22371 STATE HIGHWAY 46, PO BOX 307","MARYVILLE","MO","64468","2014-01-13","Payment Denial",,"2014-02-13","21","2015-12-01"
"265836","NODAWAY NURSING HOME","22371 STATE HIGHWAY 46, PO BOX 307","MARYVILLE","MO","64468","2013-09-04","Fine","4778",,,"2015-12-01"
"265843","APPLETON CITY MANOR","600 NORTH OHIO, PO BOX 98","APPLETON CITY","MO","64724","2014-08-05","Payment Denial",,"2014-09-05","14","2015-12-01"
"265844","ROLLA HEALTH & REHABILITATION SUITES","1200 MCCUTCHEN ROAD","ROLLA","MO","65401","2015-05-14","Fine","14463",,,"2015-12-01"
"265844","ROLLA HEALTH & REHABILITATION SUITES","1200 MCCUTCHEN ROAD","ROLLA","MO","65401","2014-02-20","Payment Denial",,"2014-05-20","1124","2015-12-01"
"265844","ROLLA HEALTH & REHABILITATION SUITES","1200 MCCUTCHEN ROAD","ROLLA","MO","65401","2013-09-09","Fine","8250",,,"2015-12-01"
"265844","ROLLA HEALTH & REHABILITATION SUITES","1200 MCCUTCHEN ROAD","ROLLA","MO","65401","2013-09-09","Fine","3413",,,"2015-12-01"
"265849","MCKNIGHT PLACE EXTENDED CARE","TWO MCKNIGHT PLACE","SAINT LOUIS","MO","63124","2015-03-11","Fine","38805",,,"2015-12-01"
"275020","VALLEY HEALTH CARE CENTER","1807 24TH ST W","BILLINGS","MT","59102","2015-02-26","Fine","6078",,,"2015-12-01"
"275025","HERITAGE PLACE HEALTHCARE COMMUNITY","171 HERITAGE WAY","KALISPELL","MT","59901","2014-05-23","Payment Denial",,"2014-07-03","7","2015-12-01"
