"Federal Provider Number","Provider Name","Provider Address","Provider City","Provider State","Provider Zip Code","Penalty Date","Penalty Type","Fine Amount","Payment Denial Start Date","Payment Denial Length in Days","Location","Processing Date"
"265510","HIDDEN LAKE CARE CENTER","11400 HIDDEN LAKE DRIVE","RAYTOWN","MO","64133","2018-03-14","Payment Denial",,"2018-06-10","52","11400 HIDDEN LAKE DRIVE,RAYTOWN,MO,64133","2020-11-01"
"265513","ABC HEALTH CARE","307 EAST SOUTH STREET","HARRISONVILLE","MO","64701","2019-10-18","Fine","11278",,,"307 EAST SOUTH STREET,HARRISONVILLE,MO,64701","2020-11-01"
"265518","WINDSOR ESTATES OF ST CHARLES SNAL, LLC","2150 WEST RANDOLPH STREET","SAINT CHARLES","MO","63301","2019-05-28","Payment Denial",,"2019-07-08","24","2150 WEST RANDOLPH STREET,SAINT CHARLES,MO,63301","2020-11-01"
"265523","PARKWOOD SKILLED NURSING AND REHABILITATION CENTER","3201 PARKWOOD LANE","MARYLAND HEIGHTS","MO","63043","2018-01-30","Payment Denial",,"2018-04-30","11","3201 PARKWOOD LANE,MARYLAND HEIGHTS,MO,63043","2020-11-01"
"265524","NORTHVIEW VILLAGE","2415 NORTH KINGSHIGHWAY","SAINT LOUIS","MO","63113","2018-06-12","Fine","11658",,,"2415 NORTH KINGSHIGHWAY,SAINT LOUIS,MO,63113","2020-11-01"
"265526","CHARITON PARK HEALTH CARE CENTER","902 MANOR DRIVE","SALISBURY","MO","65281","2019-01-09","Payment Denial",,"2019-04-09","1","902 MANOR DRIVE,SALISBURY,MO,65281","2020-11-01"
"265536","VALLEY VIEW HEALTH & REHABILITATION","1600 EAST ROLLINS ST","MOBERLY","MO","65270","2018-04-23","Payment Denial",,"2018-05-30","40","1600 EAST ROLLINS ST,MOBERLY,MO,65270","2020-11-01"
"265578","NORMANDY NURSING CENTER","7301 ST CHARLES ROCK RD","SAINT LOUIS","MO","63133","2018-07-03","Fine","65471",,,"7301 ST CHARLES ROCK RD,SAINT LOUIS,MO,63133","2020-11-01"
"265578","NORMANDY NURSING CENTER","7301 ST CHARLES ROCK RD","SAINT LOUIS","MO","63133","2018-07-03","Payment Denial",,"2018-08-07","122","7301 ST CHARLES ROCK RD,SAINT LOUIS,MO,63133","2020-11-01"
"265582","STONECREST HEALTHCARE","2 HIGHWAY  Y, PO BOX 707","VIBURNUM","MO","65566","2019-01-04","Fine","66544",,,"2 HIGHWAY  Y, PO BOX 707,VIBURNUM,MO,65566","2020-11-01"
"265606","SWEET SPRINGS VILLA","518 E MARSHALL","SWEET SPRINGS","MO","65351","2018-05-17","Fine","61466",,,"518 E MARSHALL,SWEET SPRINGS,MO,65351","2020-11-01"
"265606","SWEET SPRINGS VILLA","518 E MARSHALL","SWEET SPRINGS","MO","65351","2018-05-17","Payment Denial",,"2018-06-21","50","518 E MARSHALL,SWEET SPRINGS,MO,65351","2020-11-01"
"265607","CRYSTAL CREEK HEALTH AND REHABILITATION CENTER","250 NEW FLORISSANT ROAD SOUTH","FLORISSANT","MO","63031","2019-03-20","Fine","90480",,,"250 NEW FLORISSANT ROAD SOUTH,FLORISSANT,MO,63031","2020-11-01"
"265607","CRYSTAL CREEK HEALTH AND REHABILITATION CENTER","250 NEW FLORISSANT ROAD SOUTH","FLORISSANT","MO","63031","2019-03-20","Payment Denial",,"2019-04-29","50","250 NEW FLORISSANT ROAD SOUTH,FLORISSANT,MO,63031","2020-11-01"
"265636","NAZARETH LIVING CENTER","#2 NAZARETH LANE","SAINT LOUIS","MO","63129","2018-04-02","Fine","9750",,,"#2 NAZARETH LANE,SAINT LOUIS,MO,63129","2020-11-01"
"265657","ABBEY WOODS CENTER FOR REHABILITATION AND HEALING","5026 FARAON ST","SAINT JOSEPH","MO","64506","2017-11-16","Payment Denial",,"2018-02-16","12","5026 FARAON ST,SAINT JOSEPH,MO,64506","2020-11-01"
"265657","ABBEY WOODS CENTER FOR REHABILITATION AND HEALING","5026 FARAON ST","SAINT JOSEPH","MO","64506","2019-10-22","Payment Denial",,"2019-12-03","13","5026 FARAON ST,SAINT JOSEPH,MO,64506","2020-11-01"
"265688","LIVING CENTER, THE","2506 LINDEN TREE PARKWAY,  PO BOX 370","MARSHALL","MO","65340","2018-08-27","Payment Denial",,"2018-11-27","10","2506 LINDEN TREE PARKWAY,  PO BOX 370,MARSHALL,MO,65340","2020-11-01"
"265690","LUTHER MANOR RETIREMENT & NURSING CENTER","3170 HIGHWAY 61 NORTH","HANNIBAL","MO","63401","2018-10-02","Payment Denial",,"2018-11-11","18","3170 HIGHWAY 61 NORTH,HANNIBAL,MO,63401","2020-11-01"
"265697","GARDEN VALLEY HEALTHCARE CENTER","8575 NORTH GRANBY AVE","KANSAS CITY","MO","64154","2018-08-09","Fine","8255",,,"8575 NORTH GRANBY AVE,KANSAS CITY,MO,64154","2020-11-01"
"265697","GARDEN VALLEY HEALTHCARE CENTER","8575 NORTH GRANBY AVE","KANSAS CITY","MO","64154","2018-12-05","Fine","56527",,,"8575 NORTH GRANBY AVE,KANSAS CITY,MO,64154","2020-11-01"
"265697","GARDEN VALLEY HEALTHCARE CENTER","8575 NORTH GRANBY AVE","KANSAS CITY","MO","64154","2018-12-05","Payment Denial",,"2019-02-28","64","8575 NORTH GRANBY AVE,KANSAS CITY,MO,64154","2020-11-01"
"265698","NICK'S HEALTH CARE CENTER, LLC","253 EAST HIGHWAY 116","PLATTSBURG","MO","64477","2018-04-06","Payment Denial",,"2018-07-04","11","253 EAST HIGHWAY 116,PLATTSBURG,MO,64477","2020-11-01"
"265701","ST JOE MANOR","10 LAKE DRIVE","BONNE TERRE","MO","63628","2019-04-03","Fine","26790",,,"10 LAKE DRIVE,BONNE TERRE,MO,63628","2020-11-01"
"265701","ST JOE MANOR","10 LAKE DRIVE","BONNE TERRE","MO","63628","2019-04-03","Payment Denial",,"2019-05-29","27","10 LAKE DRIVE,BONNE TERRE,MO,63628","2020-11-01"
"265702","TROY MANOR","200 THOMPSON DRIVE","TROY","MO","63379","2019-10-22","Fine","18135",,,"200 THOMPSON DRIVE,TROY,MO,63379","2020-11-01"
"265703","GREEN PARK SENIOR LIVING COMMUNITY","9350 GREEN PARK ROAD","SAINT LOUIS","MO","63123","2017-12-05","Payment Denial",,"2018-01-11","36","9350 GREEN PARK ROAD,SAINT LOUIS,MO,63123","2020-11-01"
"265703","GREEN PARK SENIOR LIVING COMMUNITY","9350 GREEN PARK ROAD","SAINT LOUIS","MO","63123","2019-01-11","Fine","8294",,,"9350 GREEN PARK ROAD,SAINT LOUIS,MO,63123","2020-11-01"
"265703","GREEN PARK SENIOR LIVING COMMUNITY","9350 GREEN PARK ROAD","SAINT LOUIS","MO","63123","2019-01-11","Payment Denial",,"2019-03-24","30","9350 GREEN PARK ROAD,SAINT LOUIS,MO,63123","2020-11-01"
"265703","GREEN PARK SENIOR LIVING COMMUNITY","9350 GREEN PARK ROAD","SAINT LOUIS","MO","63123","2019-05-22","Fine","50174",,,"9350 GREEN PARK ROAD,SAINT LOUIS,MO,63123","2020-11-01"
"265703","GREEN PARK SENIOR LIVING COMMUNITY","9350 GREEN PARK ROAD","SAINT LOUIS","MO","63123","2019-05-22","Payment Denial",,"2019-07-04","6","9350 GREEN PARK ROAD,SAINT LOUIS,MO,63123","2020-11-01"
"265715","SUNNYVIEW NURSING HOME & APARTMENTS","1311 E 28TH STREET","TRENTON","MO","64683","2019-05-10","Fine","11278",,,"1311 E 28TH STREET,TRENTON,MO,64683","2020-11-01"
"265717","GRAND MANOR NURSING & REHABILITATION CENTER","3645 COOK AVE","SAINT LOUIS","MO","63113","2018-08-30","Fine","3000",,,"3645 COOK AVE,SAINT LOUIS,MO,63113","2020-11-01"
"265719","OAKWOOD ESTATES NURSING & REHAB","5303 BERMUDA DRIVE","NORMANDY","MO","63121","2019-03-27","Payment Denial",,"2019-05-06","16","5303 BERMUDA DRIVE,NORMANDY,MO,63121","2020-11-01"
"265720","CREVE COEUR MANOR","1127 TIMBER RUN DRIVE","SAINT LOUIS","MO","63146","2019-10-31","Fine","31723",,,"1127 TIMBER RUN DRIVE,SAINT LOUIS,MO,63146","2020-11-01"
"265721","GREGORY RIDGE HEALTH CARE CENTER","7001 CLEVELAND AVENUE","KANSAS CITY","MO","64132","2019-02-25","Fine","11278",,,"7001 CLEVELAND AVENUE,KANSAS CITY,MO,64132","2020-11-01"
"265721","GREGORY RIDGE HEALTH CARE CENTER","7001 CLEVELAND AVENUE","KANSAS CITY","MO","64132","2019-04-11","Payment Denial",,"2019-07-11","46","7001 CLEVELAND AVENUE,KANSAS CITY,MO,64132","2020-11-01"
"265729","DAVIESS COUNTY NURSING AND REHABILITATION","1337 WEST GRAND","GALLATIN","MO","64640","2019-01-15","Fine","41653",,,"1337 WEST GRAND,GALLATIN,MO,64640","2020-11-01"
"265733","ST JOHNS PLACE","3333 BROWN ROAD","SAINT LOUIS","MO","63114","2018-09-13","Fine","93087",,,"3333 BROWN ROAD,SAINT LOUIS,MO,63114","2020-11-01"
"265733","ST JOHNS PLACE","3333 BROWN ROAD","SAINT LOUIS","MO","63114","2019-05-22","Fine","14471",,,"3333 BROWN ROAD,SAINT LOUIS,MO,63114","2020-11-01"
"265735","ESTATES OF HIDDEN LAKE, THE","11728 HIDDEN LAKE DRIVE","SAINT LOUIS","MO","63138","2019-03-29","Payment Denial",,"2019-06-11","21","11728 HIDDEN LAKE DRIVE,SAINT LOUIS,MO,63138","2020-11-01"
"265735","ESTATES OF HIDDEN LAKE, THE","11728 HIDDEN LAKE DRIVE","SAINT LOUIS","MO","63138","2019-08-27","Fine","29630",,,"11728 HIDDEN LAKE DRIVE,SAINT LOUIS,MO,63138","2020-11-01"
"265736","U-CITY FOREST MANOR","1301 PARTRIDGE AVENUE","SAINT LOUIS","MO","63130","2017-11-07","Payment Denial",,"2017-12-19","7","1301 PARTRIDGE AVENUE,SAINT LOUIS,MO,63130","2020-11-01"
"265740","MAPLE GROVE LODGE","2407 KENTUCKY STREET","LOUISIANA","MO","63353","2019-06-20","Fine","7296",,,"2407 KENTUCKY STREET,LOUISIANA,MO,63353","2020-11-01"
"265740","MAPLE GROVE LODGE","2407 KENTUCKY STREET","LOUISIANA","MO","63353","2019-06-20","Fine","6055",,,"2407 KENTUCKY STREET,LOUISIANA,MO,63353","2020-11-01"
"265743","RIVERVIEW AT THE PARK CARE AND REHABILITATION CTR","1100 PROGRESS PARKWAY","SAINTE GENEVIEVE","MO","63670","2018-08-09","Fine","9187",,,"1100 PROGRESS PARKWAY,SAINTE GENEVIEVE,MO,63670","2020-11-01"
"265749","WOODLAND MANOR","1347 EAST VALLEY WATERMILL ROAD","SPRINGFIELD","MO","65803","2018-03-26","Fine","20890",,,"1347 EAST VALLEY WATERMILL ROAD,SPRINGFIELD,MO,65803","2020-11-01"
"265749","WOODLAND MANOR","1347 EAST VALLEY WATERMILL ROAD","SPRINGFIELD","MO","65803","2018-03-26","Payment Denial",,"2018-04-29","10","1347 EAST VALLEY WATERMILL ROAD,SPRINGFIELD,MO,65803","2020-11-01"
"265754","DIVERSICARE OF ST JOSEPH","3002 NORTH 18TH ST","SAINT JOSEPH","MO","64505","2019-01-04","Fine","12938",,,"3002 NORTH 18TH ST,SAINT JOSEPH,MO,64505","2020-11-01"
"265757","BENTWOOD NURSING & REHAB","1501 CHARBONIER ROAD","FLORISSANT","MO","63031","2018-11-09","Fine","8608",,,"1501 CHARBONIER ROAD,FLORISSANT,MO,63031","2020-11-01"
"265757","BENTWOOD NURSING & REHAB","1501 CHARBONIER ROAD","FLORISSANT","MO","63031","2018-11-09","Fine","14862",,,"1501 CHARBONIER ROAD,FLORISSANT,MO,63031","2020-11-01"
"265757","BENTWOOD NURSING & REHAB","1501 CHARBONIER ROAD","FLORISSANT","MO","63031","2018-11-09","Payment Denial",,"2019-01-16","9","1501 CHARBONIER ROAD,FLORISSANT,MO,63031","2020-11-01"
"265759","ST MARYS MANOR","111 MOCK AVENUE","BLUE SPRINGS","MO","64014","2019-06-28","Fine","20586",,,"111 MOCK AVENUE,BLUE SPRINGS,MO,64014","2020-11-01"
"265761","LINCOLN COMMUNITY CARE CENTER","205 TIMBERLINE DRIVE","LINCOLN","MO","65338","2018-06-08","Payment Denial",,"2018-07-17","6","205 TIMBERLINE DRIVE,LINCOLN,MO,65338","2020-11-01"
"265767","LUTHERAN SENIOR SERVICES AT BREEZE PARK","600 BREEZE PARK DRIVE","SAINT CHARLES","MO","63304","2019-10-11","Fine","21393",,,"600 BREEZE PARK DRIVE,SAINT CHARLES,MO,63304","2020-11-01"
"265776","ESTATES OF SPANISH LAKE, THE","610 PRIGGE ROAD","SAINT LOUIS","MO","63138","2018-11-13","Fine","105426",,,"610 PRIGGE ROAD,SAINT LOUIS,MO,63138","2020-11-01"
"265776","ESTATES OF SPANISH LAKE, THE","610 PRIGGE ROAD","SAINT LOUIS","MO","63138","2018-11-13","Payment Denial",,"2019-02-13","74","610 PRIGGE ROAD,SAINT LOUIS,MO,63138","2020-11-01"
"265776","ESTATES OF SPANISH LAKE, THE","610 PRIGGE ROAD","SAINT LOUIS","MO","63138","2019-06-21","Fine","46962",,,"610 PRIGGE ROAD,SAINT LOUIS,MO,63138","2020-11-01"
"265776","ESTATES OF SPANISH LAKE, THE","610 PRIGGE ROAD","SAINT LOUIS","MO","63138","2019-06-21","Payment Denial",,"2019-08-04","11","610 PRIGGE ROAD,SAINT LOUIS,MO,63138","2020-11-01"
"265780","ADRIAN MANOR HEALTH & REHABILITATION CENTER","402 WEST FIRST STREET","ADRIAN","MO","64720","2019-01-17","Fine","42110",,,"402 WEST FIRST STREET,ADRIAN,MO,64720","2020-11-01"
"265780","ADRIAN MANOR HEALTH & REHABILITATION CENTER","402 WEST FIRST STREET","ADRIAN","MO","64720","2019-01-17","Payment Denial",,"2019-02-21","10","402 WEST FIRST STREET,ADRIAN,MO,64720","2020-11-01"
"265792","DELMAR GARDENS OF O'FALLON","7068 SOUTH OUTER 364","O FALLON","MO","63368","2018-03-22","Fine","10176",,,"7068 SOUTH OUTER 364,O FALLON,MO,63368","2020-11-01"
"265793","LA PLATA NURSING HOME","100 OLD STAGECOACH ROAD","LA PLATA","MO","63549","2019-08-01","Payment Denial",,"2019-09-10","5","100 OLD STAGECOACH ROAD,LA PLATA,MO,63549","2020-11-01"
"265797","RIDGE CREST NURSING CENTER","706 SOUTH MITCHELL","WARRENSBURG","MO","64093","2019-06-28","Fine","66778",,,"706 SOUTH MITCHELL,WARRENSBURG,MO,64093","2020-11-01"
"265797","RIDGE CREST NURSING CENTER","706 SOUTH MITCHELL","WARRENSBURG","MO","64093","2019-06-28","Payment Denial",,"2019-08-07","4","706 SOUTH MITCHELL,WARRENSBURG,MO,64093","2020-11-01"
"265798","COMMUNITY MANOR","783 WEBER ROAD","FARMINGTON","MO","63640","2019-05-16","Payment Denial",,"2019-06-19","49","783 WEBER ROAD,FARMINGTON,MO,63640","2020-11-01"
"265807","CRESTVIEW HOME","1313 SOUTH 25TH ST, PO BOX 430","BETHANY","MO","64424","2018-05-03","Fine","50567",,,"1313 SOUTH 25TH ST, PO BOX 430,BETHANY,MO,64424","2020-11-01"
"265807","CRESTVIEW HOME","1313 SOUTH 25TH ST, PO BOX 430","BETHANY","MO","64424","2018-05-03","Payment Denial",,"2018-08-01","55","1313 SOUTH 25TH ST, PO BOX 430,BETHANY,MO,64424","2020-11-01"
"265807","CRESTVIEW HOME","1313 SOUTH 25TH ST, PO BOX 430","BETHANY","MO","64424","2019-09-04","Payment Denial",,"2019-11-26","8","1313 SOUTH 25TH ST, PO BOX 430,BETHANY,MO,64424","2020-11-01"
"265816","SCHUYLER COUNTY NURSING HOME","1306 US HIGHWAY 63","QUEEN CITY","MO","63561","2019-04-12","Payment Denial",,"2019-05-22","1","1306 US HIGHWAY 63,QUEEN CITY,MO,63561","2020-11-01"
"265822","BRIDGEWOOD HEALTH CARE CENTER","11515 TROOST","KANSAS CITY","MO","64131","2018-02-09","Fine","22620",,,"11515 TROOST,KANSAS CITY,MO,64131","2020-11-01"
"265822","BRIDGEWOOD HEALTH CARE CENTER","11515 TROOST","KANSAS CITY","MO","64131","2018-02-09","Payment Denial",,"2018-03-19","7","11515 TROOST,KANSAS CITY,MO,64131","2020-11-01"
"265822","BRIDGEWOOD HEALTH CARE CENTER","11515 TROOST","KANSAS CITY","MO","64131","2018-05-30","Fine","38925",,,"11515 TROOST,KANSAS CITY,MO,64131","2020-11-01"
"265822","BRIDGEWOOD HEALTH CARE CENTER","11515 TROOST","KANSAS CITY","MO","64131","2018-05-30","Payment Denial",,"2018-07-09","5","11515 TROOST,KANSAS CITY,MO,64131","2020-11-01"
"265822","BRIDGEWOOD HEALTH CARE CENTER","11515 TROOST","KANSAS CITY","MO","64131","2019-03-22","Fine","639884",,,"11515 TROOST,KANSAS CITY,MO,64131","2020-11-01"
"265822","BRIDGEWOOD HEALTH CARE CENTER","11515 TROOST","KANSAS CITY","MO","64131","2019-03-22","Payment Denial",,"2019-04-28","8","11515 TROOST,KANSAS CITY,MO,64131","2020-11-01"
"265822","BRIDGEWOOD HEALTH CARE CENTER","11515 TROOST","KANSAS CITY","MO","64131","2019-11-19","Fine","86229",,,"11515 TROOST,KANSAS CITY,MO,64131","2020-11-01"
"265822","BRIDGEWOOD HEALTH CARE CENTER","11515 TROOST","KANSAS CITY","MO","64131","2019-11-19","Payment Denial",,"2019-12-29","35","11515 TROOST,KANSAS CITY,MO,64131","2020-11-01"
"265824","VILLAGES OF ST PETERS, THE","5400 EXECUTIVE CENTRE PARKWAY","SAINT PETERS","MO","63376","2019-08-16","Fine","18746",,,"5400 EXECUTIVE CENTRE PARKWAY,SAINT PETERS,MO,63376","2020-11-01"
"265827","RIVERSIDE PLACE","1616 WEISENBORN ROAD","SAINT JOSEPH","MO","64507","2019-03-07","Payment Denial",,"2019-05-15","42","1616 WEISENBORN ROAD,SAINT JOSEPH,MO,64507","2020-11-01"
"265830","KANSAS CITY CENTER FOR REHABILITATION AND HEALTHCA","12942 WORNALL ROAD","KANSAS CITY","MO","64145","2018-04-20","Fine","68234",,,"12942 WORNALL ROAD,KANSAS CITY,MO,64145","2020-11-01"
"265830","KANSAS CITY CENTER FOR REHABILITATION AND HEALTHCA","12942 WORNALL ROAD","KANSAS CITY","MO","64145","2018-04-20","Payment Denial",,"2018-05-29","16","12942 WORNALL ROAD,KANSAS CITY,MO,64145","2020-11-01"
"265830","KANSAS CITY CENTER FOR REHABILITATION AND HEALTHCA","12942 WORNALL ROAD","KANSAS CITY","MO","64145","2019-01-30","Fine","53329",,,"12942 WORNALL ROAD,KANSAS CITY,MO,64145","2020-11-01"
"265830","KANSAS CITY CENTER FOR REHABILITATION AND HEALTHCA","12942 WORNALL ROAD","KANSAS CITY","MO","64145","2019-04-19","Payment Denial",,"2019-07-19","63","12942 WORNALL ROAD,KANSAS CITY,MO,64145","2020-11-01"
"265832","SENATH SOUTH HEALTH CARE CENTER","300 EAST HORNBECK STREET, PO BOX 940","SENATH","MO","63876","2018-04-11","Fine","11050",,,"300 EAST HORNBECK STREET, PO BOX 940,SENATH,MO,63876","2020-11-01"
"265834","QUARTERS AT DES PERES, THE","13230 MANCHESTER ROAD","DES PERES","MO","63131","2018-03-26","Fine","10987",,,"13230 MANCHESTER ROAD,DES PERES,MO,63131","2020-11-01"
"265834","QUARTERS AT DES PERES, THE","13230 MANCHESTER ROAD","DES PERES","MO","63131","2018-03-26","Payment Denial",,"2018-04-29","5","13230 MANCHESTER ROAD,DES PERES,MO,63131","2020-11-01"
"265834","QUARTERS AT DES PERES, THE","13230 MANCHESTER ROAD","DES PERES","MO","63131","2019-01-29","Fine","37068",,,"13230 MANCHESTER ROAD,DES PERES,MO,63131","2020-11-01"
"265834","QUARTERS AT DES PERES, THE","13230 MANCHESTER ROAD","DES PERES","MO","63131","2019-01-29","Payment Denial",,"2019-03-05","24","13230 MANCHESTER ROAD,DES PERES,MO,63131","2020-11-01"
"265838","LIFE CARE CENTER OF FLORISSANT","1201 GARDEN PLAZA DRIVE","FLORISSANT","MO","63033","2018-09-21","Fine","63180",,,"1201 GARDEN PLAZA DRIVE,FLORISSANT,MO,63033","2020-11-01"
"265838","LIFE CARE CENTER OF FLORISSANT","1201 GARDEN PLAZA DRIVE","FLORISSANT","MO","63033","2018-09-21","Payment Denial",,"2018-10-31","36","1201 GARDEN PLAZA DRIVE,FLORISSANT,MO,63033","2020-11-01"
"265838","LIFE CARE CENTER OF FLORISSANT","1201 GARDEN PLAZA DRIVE","FLORISSANT","MO","63033","2019-04-30","Fine","55952",,,"1201 GARDEN PLAZA DRIVE,FLORISSANT,MO,63033","2020-11-01"
"265843","APPLETON CITY MANOR","600 NORTH OHIO, PO BOX 98","APPLETON CITY","MO","64724","2019-09-12","Payment Denial",,"2019-10-24","4","600 NORTH OHIO, PO BOX 98,APPLETON CITY,MO,64724","2020-11-01"
"265844","ROLLA HEALTH & REHABILITATION SUITES","1200 MCCUTCHEN ROAD","ROLLA","MO","65401","2019-05-17","Fine","11278",,,"1200 MCCUTCHEN ROAD,ROLLA,MO,65401","2020-11-01"
"265846","SHADY LAWN LIVING CENTER","13277 STATE ROUTE D","SAVANNAH","MO","64485","2019-03-07","Payment Denial",,"2019-06-04","8","13277 STATE ROUTE D,SAVANNAH,MO,64485","2020-11-01"
"265850","SEASONS CARE CENTER","15600 WOODS CHAPEL ROAD","KANSAS CITY","MO","64139","2018-11-15","Fine","3711",,,"15600 WOODS CHAPEL ROAD,KANSAS CITY,MO,64139","2020-11-01"
"265850","SEASONS CARE CENTER","15600 WOODS CHAPEL ROAD","KANSAS CITY","MO","64139","2019-06-28","Payment Denial",,"2019-09-01","45","15600 WOODS CHAPEL ROAD,KANSAS CITY,MO,64139","2020-11-01"
"265860","COTTAGES OF LAKE ST LOUIS","2885 TECHNOLOGY DRIVE","LAKE SAINT LOUIS","MO","63367","2018-10-30","Fine","9910",,,"2885 TECHNOLOGY DRIVE,LAKE SAINT LOUIS,MO,63367","2020-11-01"
"265860","COTTAGES OF LAKE ST LOUIS","2885 TECHNOLOGY DRIVE","LAKE SAINT LOUIS","MO","63367","2019-07-16","Fine","10224",,,"2885 TECHNOLOGY DRIVE,LAKE SAINT LOUIS,MO,63367","2020-11-01"
"265861","CARNEGIE VILLAGE REHABILITATION & HEALTH CARE CENT","105 BERNARD DRIVE","BELTON","MO","64012","2019-01-11","Fine","11278",,,"105 BERNARD DRIVE,BELTON,MO,64012","2020-11-01"
"265863","TIFFANY SPRINGS REHABILITATION & HEALTH CARE CENTE","9191 N AMBASSADOR DRIVE","KANSAS CITY","MO","64154","2018-10-31","Fine","11278",,,"9191 N AMBASSADOR DRIVE,KANSAS CITY,MO,64154","2020-11-01"
"265863","TIFFANY SPRINGS REHABILITATION & HEALTH CARE CENTE","9191 N AMBASSADOR DRIVE","KANSAS CITY","MO","64154","2018-10-31","Payment Denial",,"2019-01-31","41","9191 N AMBASSADOR DRIVE,KANSAS CITY,MO,64154","2020-11-01"
"265867","NORTERRE","2555 NORTERRE CIRCLE","LIBERTY","MO","64068","2018-12-13","Fine","33280",,,"2555 NORTERRE CIRCLE,LIBERTY,MO,64068","2020-11-01"
"265867","NORTERRE","2555 NORTERRE CIRCLE","LIBERTY","MO","64068","2018-12-13","Payment Denial",,"2019-01-24","12","2555 NORTERRE CIRCLE,LIBERTY,MO,64068","2020-11-01"
"265868","COLUMBIA POST ACUTE","3535 BERRYWOOD DRIVE","COLUMBIA","MO","65201","2019-05-09","Fine","23211",,,"3535 BERRYWOOD DRIVE,COLUMBIA,MO,65201","2020-11-01"
"275012","BENEFIS SENIOR SERVICES","2621 15TH AVE S","GREAT FALLS","MT","59405","2018-05-17","Fine","9298",,,"2621 15TH AVE S,GREAT FALLS,MT,59405","2020-11-01"
"275012","BENEFIS SENIOR SERVICES","2621 15TH AVE S","GREAT FALLS","MT","59405","2019-07-11","Fine","108900",,,"2621 15TH AVE S,GREAT FALLS,MT,59405","2020-11-01"
"275020","BELLA TERRA OF BILLINGS","1807 24TH ST W","BILLINGS","MT","59102","2018-03-21","Fine","19323",,,"1807 24TH ST W,BILLINGS,MT,59102","2020-11-01"
"275020","BELLA TERRA OF BILLINGS","1807 24TH ST W","BILLINGS","MT","59102","2019-04-18","Fine","10956",,,"1807 24TH ST W,BILLINGS,MT,59102","2020-11-01"
"275024","ST JOHN'S LUTHERAN HOME","3940 RIMROCK RD","BILLINGS","MT","59102","2019-08-22","Fine","9890",,,"3940 RIMROCK RD,BILLINGS,MT,59102","2020-11-01"
"275025","HERITAGE PLACE","171 HERITAGE WAY","KALISPELL","MT","59901","2017-11-22","Fine","71390",,,"171 HERITAGE WAY,KALISPELL,MT,59901","2020-11-01"
"275025","HERITAGE PLACE","171 HERITAGE WAY","KALISPELL","MT","59901","2017-11-22","Payment Denial",,"2018-01-19","21","171 HERITAGE WAY,KALISPELL,MT,59901","2020-11-01"
"275025","HERITAGE PLACE","171 HERITAGE WAY","KALISPELL","MT","59901","2018-11-29","Fine","107955",,,"171 HERITAGE WAY,KALISPELL,MT,59901","2020-11-01"
"275026","IVY AT GREAT FALLS","1130 17TH AVE S","GREAT FALLS","MT","59405","2018-05-03","Fine","48370",,,"1130 17TH AVE S,GREAT FALLS,MT,59405","2020-11-01"
"275026","IVY AT GREAT FALLS","1130 17TH AVE S","GREAT FALLS","MT","59405","2019-05-30","Fine","13905",,,"1130 17TH AVE S,GREAT FALLS,MT,59405","2020-11-01"
"275026","IVY AT GREAT FALLS","1130 17TH AVE S","GREAT FALLS","MT","59405","2019-10-03","Fine","10751",,,"1130 17TH AVE S,GREAT FALLS,MT,59405","2020-11-01"
"275029","AVANTARA OF BILLINGS","2115 CENTRAL AVE","BILLINGS","MT","59102","2017-11-21","Fine","57616",,,"2115 CENTRAL AVE,BILLINGS,MT,59102","2020-11-01"
"275030","PARK PLACE TRANSITIONAL CARE AND REHABILITATION","1500 32ND ST S","GREAT FALLS","MT","59405","2018-06-28","Fine","73141",,,"1500 32ND ST S,GREAT FALLS,MT,59405","2020-11-01"
"275030","PARK PLACE TRANSITIONAL CARE AND REHABILITATION","1500 32ND ST S","GREAT FALLS","MT","59405","2018-12-27","Fine","62582",,,"1500 32ND ST S,GREAT FALLS,MT,59405","2020-11-01"
"275035","MISSOULA HEALTH & REHABILITATION CENTER","3018 RATTLESNAKE DR","MISSOULA","MT","59802","2018-07-13","Fine","18956",,,"3018 RATTLESNAKE DR,MISSOULA,MT,59802","2020-11-01"
"275040","LIBBY CARE CENTER","308 E THIRD ST","LIBBY","MT","59923","2018-08-23","Fine","13527",,,"308 E THIRD ST,LIBBY,MT,59923","2020-11-01"
"275043","VILLAGE HEALTH & REHABILITATION","2651 SOUTH AVE W","MISSOULA","MT","59804","2018-04-06","Fine","43004",,,"2651 SOUTH AVE W,MISSOULA,MT,59804","2020-11-01"
"275044","BIG SKY CARE CENTER","2475 WINNE AVE","HELENA","MT","59601","2017-12-08","Fine","54769",,,"2475 WINNE AVE,HELENA,MT,59601","2020-11-01"
